plot_id,BK_ID,block_id,transect_id,plot_no,plot_noo,plot_date_year,plot_date_month,plot_date_day,plot_start_time_hour,plot_start_time_minute,team_leader,team_leader_qualifier,gps_no,altitude,altitude_unit_name,plot_coordinate_srs,plot_coordinate_x,plot_coordinate_y,photos_photo_n,photos_photo_e,photos_photo_s,photos_photo_w,canopy,land_use,land_use_specify,plot_condition.1.,plot_condition.2.,notes,plot_end_time_hour,plot_end_time_minute,trees_ha,ag_biomass_ha,bg_biomass_ha,total_biomass_ha,ag_carbon_ha,bg_carbon_ha,total_carbon_ha,total_co2_ha
11015,110,MAB-108,1,5,5,2016,2,8,1,0,21,,6,3872,m,EPSG:32636,508400,51993,,,,,3,2,,,,"NILL, none",1,28,240,90.51625638,21.72390153,112.2401579,45.25812819,10.86195077,56.12007895,205.7736228
11016,110,MAB-108,1,6,6,2016,2,8,1,32,21,,6,3881,m,EPSG:32636,52001,508499,,,,,3,2,,,,"NILL, none",1,49,220,93.20978074,22.37034738,115.5801281,46.60489037,11.18517369,57.79006406,211.8969015
11017,110,MAB-108,1,7,7,2016,2,8,1,53,21,,6,3890,m,EPSG:32636,508597,51999,,,,,3,2,,,,"NILL, none",2,18,300,200.9584619,48.23003086,249.1884928,100.479231,24.11501543,124.5942464,456.8455701
11018,110,MAB-108,1,8,8,2016,2,8,2,24,21,,6,3895,m,EPSG:32636,508700,1997,,,,,3,2,,,,"NILL, none",2,45,340,178.9482615,42.94758276,221.8958443,89.47413076,21.47379138,110.9479221,406.8090478
11019,110,MAB-108,1,9,9,2016,2,8,2,51,21,,6,3904,m,EPSG:32636,508794,520002,,,,,3,2,,,,"NILL, none",3,12,340,411.8188318,98.83651964,510.6553515,205.9094159,49.41825982,255.3276757,936.2014777
110110,110,MAB-108,1,10,10,2016,2,8,3,15,21,,6,3914,m,EPSG:32636,508895,52000,,,,,3,2,,,,"NILL, none",3,28,340,260.6077076,62.54584982,323.1535574,130.3038538,31.27292491,161.5767787,592.4481886
11111,111,MAB-108C,1,1,1,2015,12,19,2,30,22,,5,1207,m,EPSG:32636,508044,45196,,,,,2,2,,,,"NM, Change marked way points in GPS No. N. 390834601 from B24 to B2 as marked on 19/12/15 for plot 1&3 on Transect 1 and not T2 as put in the GPS",3,25,400,483.7864597,116.1087503,599.89521,241.8932299,58.05437516,299.947605,1099.807885
11112,111,MAB-108C,1,2,2,2015,12,19,2,12,4,,5,0,,EPSG:32636,508138,45204,,,,,2,2,,,,NM,2,21,200,133.7054877,32.08931704,165.7948047,66.85274383,16.04465852,82.89740235,303.9571419
11113,111,MAB-108C,1,3,3,2016,12,19,3,44,4,,5,1191,m,EPSG:32636,508245,45196,,,,,3,2,,,,"NM, Change marked way points in GPS No. 390834601 from B24 to B2 as marked 19/12/2015 for plot 1&3 on transect 1 and not T2 as it appears in the GPS",4,20,220,117.2088691,28.13012857,145.3389976,58.60443453,14.06506429,72.66949882,266.454829
11114,111,MAB-108C,1,4,4,2015,12,19,3,59,4,,5,0,,EPSG:32636,508342,45203,,,,,3,2,,,,"Natural Forest, Normal",4,20,260,261.2674866,62.7041968,323.9716834,130.6337433,31.3520984,161.9858417,593.9480863
11115,111,MAB-108C,1,5,5,2015,12,20,11,35,4,,5,0,,EPSG:32636,508360,58046,,,,,1,2,,,,"Human Disturbance, Human disturbance, Open forest gap (No trees-Main road reserve)",11,46,80,41.2399067,9.897577607,51.1374843,20.61995335,4.948788804,25.56874215,93.75205456
11116,111,MAB-108C,1,6,6,2015,12,20,12,25,4,,5,0,,EPSG:32636,508337,51665,,,,,2,2,,,,NM,1,3,160,122.0879907,29.30111776,151.3891084,61.04399533,14.65055888,75.69455421,277.5466988
11117,111,MAB-108C,1,7,7,2015,12,20,1,51,4,,4,0,,EPSG:32636,508654,45226,,,,,2,2,,,,NM,2,56,300,279.4428567,67.0662856,346.5091423,139.7214283,33.5331428,173.2545711,635.2667608
11118,111,MAB-108C,1,8,8,2016,12,20,9,50,4,,4,1220,m,EPSG:32636,508747,45233,,,,,2,2,,,,None,10,40,260,205.6869704,49.3648729,255.0518433,102.8434852,24.68243645,127.5259217,467.5950461
11119,111,MAB-108C,1,9,9,2015,12,21,12,34,5,,6,1161,m,EPSG:32636,507993,44953,,,,,1,2,,,,Illegal logging,13,22,260,299.894709,71.97473015,371.8694391,149.9473545,35.98736507,185.9347195,681.7606383
11211,112,MAB-108D,1,1,1,2016,2,6,9,46,1,,1,1124,m,EPSG:32636,507077,50031,,,,,3,2,,,,0,10,0,260,206.3051325,49.5132318,255.8183643,103.1525662,24.7566159,127.9091821,469.0003345
11212,112,MAB-108D,1,2,2,2016,2,6,10,7,1,,1,1141,m,EPSG:32636,507176,50022,,,,,3,2,,,,0,10,24,320,193.2555471,46.38133131,239.6368784,96.62777356,23.19066565,119.8184392,439.3342771
11213,112,MAB-108D,1,3,3,2016,2,6,10,31,1,,1,1148,m,EPSG:32636,7278,50013,,,,,3,2,,,,0,10,56,500,509.0998726,122.1839694,631.2838421,254.5499363,61.09198471,315.641921,1157.35371
11214,112,MAB-108D,1,4,4,2016,2,6,11,4,1,,1,0,,EPSG:32636,507369,50005,,,,,3,2,,,,0,11,23,360,306.1094431,73.46626633,379.5757094,153.0547215,36.73313317,189.7878547,695.8888005
11215,112,MAB-108D,1,5,5,2016,2,6,11,32,1,,1,1143,m,EPSG:32636,507463,49994,,,,,2,2,,,,0,11,48,320,310.8999936,74.61599846,385.515992,155.4499968,37.30799923,192.757996,706.7793187
11216,112,MAB-108D,1,6,6,2016,2,6,11,58,1,,1,1148,m,EPSG:32636,507578,49989,,,,,2,2,,,,"nm,",12,14,360,173.6468498,41.67524396,215.3220938,86.82342491,20.83762198,107.6610469,394.7571719
11217,112,MAB-108D,1,7,7,2016,2,6,12,22,1,,1,1149,m,EPSG:32636,507670,49986,,,,,2,2,,,,"nm,",12,39,340,295.3367741,70.88082578,366.2175999,147.668387,35.44041289,183.1087999,671.3989331
11218,112,MAB-108D,1,8,8,2016,2,6,12,47,1,,1,1150,m,EPSG:32636,507778,49989,,,,,3,2,,,,"nm,",13,0,300,385.7469171,92.57926009,478.3261771,192.8734585,46.28963005,239.1630886,876.9313248
11219,112,MAB-108D,1,9,9,2016,2,6,13,8,1,,1,1153,m,EPSG:32636,507875,49990,,,,,3,2,,,,"nm,",13,29,480,485.72482,116.5739568,602.2987768,242.86241,58.2869784,301.1493884,1104.214424
112110,112,MAB-108D,1,10,10,2016,2,6,13,39,1,,1,1145,m,EPSG:32636,7976,49989,,,,,3,2,,,,"nm,",13,49,240,347.0545212,83.29308508,430.3476063,173.5272606,41.64654254,215.1738031,788.9706115
11411,114,MAB-10A,1,1,1,2016,2,10,1,57,2,,2,1221,m,EPSG:32636,500103,50596,,,,,3,2,,,,mature forest,2,20,320,514.9825204,123.5958049,638.5783253,257.4912602,61.79790245,319.2891627,1170.72693
11412,114,MAB-10A,1,2,2,2016,2,10,1,21,2,,2,1214,m,EPSG:32636,500183,50578,,,,,3,2,,,,valley near the plot,1,50,420,194.7008269,46.72819845,241.4290253,97.35041343,23.36409922,120.7145127,442.6198797
11413,114,MAB-10A,1,3,3,2016,2,10,12,41,2,,2,1170,m,EPSG:32636,500281,50591,,,,,3,2,,,,clear undergrowth,1,10,440,458.3194407,109.9966658,568.3161064,229.1597203,54.99833288,284.1580532,1041.912862
11414,114,MAB-10A,1,4,4,2016,2,10,12,17,2,,2,1164,m,EPSG:32636,500391,50597,,,,,3,2,,,,clear undergrowth,12,38,360,295.6755187,70.96212449,366.6376432,147.8377594,35.48106224,183.3188216,672.1690125
11415,114,MAB-10A,1,5,5,2016,2,10,11,57,2,,2,1158,m,EPSG:32636,500477,50590,,,,,3,2,,,,clear undergrowth,12,13,340,189.4033488,45.45680371,234.8601525,94.70167439,22.72840185,117.4300762,430.5769462
11416,114,MAB-10A,1,6,6,2016,2,10,11,30,2,,2,1150,m,EPSG:32636,50590,50591,,,,,3,2,,,,well stocked,11,52,360,591.9410784,142.0658588,734.0069372,295.9705392,71.03292941,367.0034686,1345.679385
11417,114,MAB-10A,1,7,7,2016,2,10,11,5,2,,2,1141,m,EPSG:32636,500680,50591,,,,,3,2,,,,well stocked,11,24,360,308.0680816,73.93633959,382.0044212,154.0340408,36.96816979,191.0022106,700.3414389
11418,114,MAB-10A,1,8,8,2016,2,10,10,36,2,,2,1137,m,EPSG:32636,500783,50592,,,,,3,2,,,,well stocked,11,0,460,345.3232027,82.87756866,428.2007714,172.6616014,41.43878433,214.1003857,785.0347476
11419,114,MAB-10A,1,9,9,2016,2,10,10,16,2,,2,1134,m,EPSG:32636,500870,50600,,,,,2,2,,,,young forest,10,33,220,101.6725666,24.40141599,126.0739826,50.83628331,12.200708,63.03699131,231.1356348
114110,114,MAB-10A,1,10,10,2016,2,10,9,40,2,,2,1132,m,EPSG:32636,500961,50598,,,,,3,2,,,,mixed forest,10,12,400,368.1640378,88.35936908,456.5234069,184.0820189,44.17968454,228.2617035,836.9595794
11512,115,MAB-10D,1,2,2,2016,2,4,11,22,3,,1,1159,m,EPSG:32636,501183,49420,,,,,3,2,,,,0,11,41,200,259.0953914,62.18289394,321.2782854,129.5476957,31.09144697,160.6391427,589.0101899
11514,115,MAB-10D,1,4,4,2016,2,4,10,58,3,,1,1169,m,EPSG:32636,501376,49419,,,,,2,2,,,,0,11,10,200,292.7541973,70.26100735,363.0152047,146.3770986,35.13050368,181.5076023,665.5278752
11516,115,MAB-10D,1,6,6,2016,2,4,10,22,3,,1,1188,m,EPSG:32636,501578,49415,,,,,2,2,,,,0,10,48,400,381.8357794,91.64058705,473.4763664,190.9178897,45.82029352,236.7381832,868.0400051
11518,115,MAB-10D,1,8,8,2016,2,4,9,52,3,,1,1154,m,EPSG:32636,501775,49410,,,,,2,2,,,,0,10,12,320,228.7192179,54.89261228,283.6118301,114.3596089,27.44630614,141.8059151,519.9550219
115110,115,MAB-10D,1,10,10,2016,2,4,9,19,2,,1,1191,m,EPSG:32636,501000,49000,,,,,3,2,,,,0,9,45,380,485.2287571,116.4549017,601.6836588,242.6143785,58.22745085,300.8418294,1103.086708
11611,116,MAB-10F,1,1,1,2016,2,10,11,53,1,,2,1156,m,EPSG:32636,506050,49394,,,,,2,2,,,,normal,12,5,240,198.457995,47.6299188,246.0879138,99.22899749,23.8149594,123.0439569,451.1611753
11612,116,MAB-10F,1,2,2,2016,2,10,11,37,1,,2,1154,m,EPSG:32636,506144,49397,,,,,3,2,,,,normal,11,44,120,103.0563493,24.73352383,127.7898731,51.52817465,12.36676192,63.89493657,234.2814341
11613,116,MAB-10F,1,3,3,2016,2,10,11,10,1,,2,1153,m,EPSG:32636,506255,49398,,,,,2,2,,,,normal,11,28,280,116.0398349,27.84956037,143.8893953,58.01991745,13.92478019,71.94469763,263.7972247
11614,116,MAB-10F,1,4,4,2016,2,10,10,46,1,,2,1152,m,EPSG:32636,506350,49400,,,,,2,2,,,,power line,11,6,160,92.89152461,22.29396591,115.1854905,46.4457623,11.14698295,57.59274526,211.1733993
11713,117,MAB-10H,1,3,3,2016,3,22,15,23,13,,1,1127,m,EPSG:32636,500259,53583,,,,,2,2,,,,"NORMAL, CHARCOAL",15,45,100,84.74686859,20.33924846,105.0861171,42.3734343,10.16962423,52.54305853,192.6578813
11717,117,MAB-10H,1,7,7,2016,3,22,14,1,13,,1,1140,m,EPSG:32636,500654,53591,,,,,2,2,,,,CHARCOAL,14,17,200,134.9459946,32.3870387,167.3330333,67.47299729,16.19351935,83.66651664,306.7772277
11718,117,MAB-10H,1,8,8,2016,3,22,13,48,13,,1,1130,m,EPSG:32636,500749,53577,,,,,2,2,,,,CHARCOAL,13,52,20,2.341500519,0.561960125,2.903460643,1.170750259,0.280980062,1.451730322,5.323011179
117110,117,MAB-10H,1,10,10,2016,3,22,12,55,13,,1,1117,m,EPSG:32636,500956,53562,,,,,2,2,,,,LOGGING,13,8,40,19.87327472,4.769585932,24.64286065,9.936637358,2.384792966,12.32143032,45.17857785
11811,118,MAB-11,1,1,1,2016,12,19,2,16,5,,6,1141,m,EPSG:32636,507067,45000,,,,,3,2,,,,"NILL, nm",2,34,440,437.6802153,105.0432517,542.7234669,218.8401076,52.52162583,271.3617335,994.9930227
11812,118,MAB-11,1,2,2,2016,12,20,9,0,5,,6,0,,EPSG:32636,507191,44996,,,,,3,2,,,,"natural high forest, nm",10,40,200,18.89028176,4.533667623,23.42394938,9.445140881,2.266833811,11.71197469,42.94390721
11813,118,MAB-11,1,3,3,2016,2,20,9,30,5,,6,1130,m,EPSG:32636,507284,45001,,,,,3,2,,,,"high forests, nm",11,49,340,256.4321006,61.54370414,317.9758047,128.2160503,30.77185207,158.9879024,582.955642
11815,118,MAB-11,1,5,5,2016,12,20,12,50,5,,6,1127,m,EPSG:32636,507493,44996,,,,,3,2,,,,"high forest, nm",13,34,200,106.7380786,25.61713887,132.3552175,53.36903932,12.80856944,66.17760876,242.6512321
11816,118,MAB-11,1,6,6,2016,12,20,13,45,5,,6,1127,m,EPSG:32636,507595,44977,,,,,3,2,,,,"high forest, nm",14,17,120,209.7556386,50.34135326,260.0969918,104.8778193,25.17067663,130.0484959,476.844485
11817,118,MAB-11,1,7,7,2016,12,20,14,27,5,,6,1151,m,EPSG:32636,507694,44973,,,,,3,2,,,,"high forest, nm",14,58,180,110.3451102,26.48282644,136.8279366,55.17255508,13.24141322,68.41396829,250.8512171
11818,118,MAB-11,1,8,8,2016,12,21,10,7,5,,6,1137,m,EPSG:32636,507794,44963,,,,,3,2,,,,"nill, nm",11,2,300,374.131954,89.79166897,463.923623,187.065977,44.89583448,231.9618115,850.5266422
11819,118,MAB-11,1,9,9,2016,12,21,11,31,5,,6,1147,m,EPSG:32636,507898,44958,,,,,3,2,,,,"high forest, nm",12,17,280,205.3227972,49.27747132,254.6002685,102.6613986,24.63873566,127.3001342,466.7671589
11911,119,MAB-110A,1,1,1,2016,1,20,1,37,1,,1,1204,m,EPSG:32636,506145,43601,,,,,2,2,,,,Normal,1,40,40,4.323245924,1.037579022,5.360824946,2.161622962,0.518789511,2.680412473,9.828179068
11912,119,MAB-110A,1,2,2,2016,1,20,1,21,1,,2,1213,m,EPSG:32636,506245,43607,,,,,1,2,,,,Charcoal,1,29,260,130.816138,31.39587311,162.2120111,65.40806899,15.69793656,81.10600554,297.388687
11913,119,MAB-110A,1,3,3,2016,8,20,1,5,1,,3,1221,m,EPSG:32636,506342,43609,,,,,2,2,,,,Charcoal,1,14,160,230.5505205,55.33212492,285.8826454,115.2752602,27.66606246,142.9413227,524.1181833
11914,119,MAB-110A,1,4,4,2016,1,20,12,42,1,,4,1227,m,EPSG:32636,506442,43610,,,,,2,2,,,,Charcoal,1,0,80,16.67835768,4.002805844,20.68116353,8.339178841,2.001402922,10.34058176,37.91546647
11915,119,MAB-110A,1,5,5,2016,1,20,12,20,1,,5,1237,m,EPSG:32636,506542,43611,,,,,2,2,,,,Charcoal,12,32,80,59.54483939,14.29076145,73.83560084,29.77241969,7.145380727,36.91780042,135.3652682
11916,119,MAB-110A,1,6,6,2016,1,20,11,50,1,,6,1242,m,EPSG:32636,506642,43613,,,,,2,2,,,,Charcoal,12,15,120,48.22004465,11.57281072,59.79285537,24.11002233,5.786405358,29.89642768,109.6202348
11917,119,MAB-110A,1,7,7,2016,1,20,11,30,1,,1,1244,m,EPSG:32636,506739,43611,,,,,2,2,,,,Charcoal,11,45,240,280.1721532,67.24131677,347.41347,140.0860766,33.62065839,173.706735,636.924695
11918,119,MAB-110A,1,8,8,2016,1,20,10,54,1,,1,1231,m,EPSG:32636,506841,43612,,,,,2,2,,,,Charcoal,11,25,200,140.5612149,33.73469158,174.2959065,70.28060747,16.86734579,87.14795326,319.5424953
11919,119,MAB-110A,1,9,9,2016,1,20,10,30,1,,2,1223,m,EPSG:32636,506940,43602,,,,,3,2,,,,Normal,10,37,160,69.84612088,16.76306901,86.6091899,34.92306044,8.381534506,43.30459495,158.7835148
119110,119,MAB-110A,1,10,10,2016,1,20,9,54,1,,2,1221,m,EPSG:32636,507039,43597,,,,,3,2,,,,Charcoal,10,2,220,216.2117127,51.89081105,268.1025237,108.1058563,25.94540552,134.0512619,491.5212935
12011,120,MAB-110D,1,1,1,2016,2,2,15,42,3,,3,1146,m,EPSG:32636,507025,59599,,,,,2,2,,,,"NM,",16,4,360,210.7476439,50.57943454,261.3270784,105.373822,25.28971727,130.6635392,479.0996438
12012,120,MAB-110D,1,2,2,2016,2,2,15,5,3,,3,1140,m,EPSG:32636,507125,52603,,,,,2,2,,,,"NM,",15,38,620,247.1322583,59.311742,306.4440003,123.5661292,29.655871,153.2220002,561.8140006
12013,120,MAB-110D,1,3,3,2016,2,2,14,23,3,,3,1126,m,EPSG:32636,507230,52607,,,,,2,2,,,,"NM,",15,0,580,202.675896,48.64221504,251.318111,101.337948,24.32110752,125.6590555,460.7498703
12014,120,MAB-110D,1,4,4,2016,2,2,13,53,3,,3,1127,m,EPSG:32636,507527,52605,,,,,2,2,,,,"NM,",14,18,320,121.2523306,29.10055935,150.35289,60.62616531,14.55027968,75.17644499,275.646965
12015,120,MAB-110D,1,5,5,2016,2,2,13,15,3,,3,1131,m,EPSG:32636,502427,52606,,,,,2,2,,,,"NM,",13,49,320,175.7473791,42.17937099,217.9267501,87.87368957,21.0896855,108.9633751,399.5323753
12016,120,MAB-110D,1,6,6,2016,2,2,12,41,3,,3,1132,m,EPSG:32636,507535,52605,,,,,2,2,,,,"NM,",13,9,400,141.5776657,33.97863977,175.5563055,70.78883285,16.98931988,87.77815273,321.8532267
12017,120,MAB-110D,1,7,7,2016,2,2,12,18,3,,3,1163,m,EPSG:32636,50637,52607,,,,,2,2,,,,"NM,",12,37,360,256.6371745,61.59292187,318.2300963,128.3185872,30.79646094,159.1150482,583.4218433
12018,120,MAB-110D,1,8,8,2016,2,2,11,46,3,,3,1158,m,EPSG:32636,507702,52604,,,,,NA,2,,,,"NM,",12,11,280,195.6551745,46.95724187,242.6124164,97.82758724,23.47862094,121.3062082,444.78943
12019,120,MAB-110D,1,9,9,2016,2,2,10,57,3,,3,1146,m,EPSG:32636,507845,52604,,,,,2,2,,,,"NM,",11,41,440,228.2701487,54.7848357,283.0549844,114.1350744,27.39241785,141.5274922,518.9341381
120110,120,MAB-110D,1,10,10,2016,2,2,10,23,3,,3,1150,m,EPSG:32636,507932,52609,,,,,2,2,,,,"NM,",10,52,340,220.3703456,52.88888294,273.2592285,110.1851728,26.44444147,136.6296142,500.9752522
12211,122,MAB-111C,1,1,1,2015,2,6,10,13,23,,4,1181,m,EPSG:32636,508085,50597,,,,,3,2,,,,NM,10,25,260,82.87930688,19.89103365,102.7703405,41.43965344,9.945516825,51.38517026,188.412291
12212,122,MAB-111C,1,2,2,2015,2,6,10,56,23,,6,1186,m,EPSG:32636,508171,50601,,,,,3,2,,,,NM,11,0,340,228.3042013,54.79300831,283.0972096,114.1521006,27.39650415,141.5486048,519.0115509
12213,122,MAB-111C,1,3,3,2015,2,6,11,5,23,,6,1197,m,EPSG:32636,508294,50598,,,,,3,2,,,,NM,11,25,180,236.7042371,56.8090169,293.513254,118.3521185,28.40450845,146.756627,538.1076323
12214,122,MAB-111C,1,4,4,2015,2,6,11,30,23,,6,1179,m,EPSG:32636,508393,50598,,,,,3,2,,,,NM,11,56,420,437.6473728,105.0353695,542.6827422,218.8236864,52.51768473,271.3413711,994.9183608
12215,122,MAB-111C,1,5,5,2015,2,6,12,5,23,,6,1213,m,EPSG:32636,508491,50593,,,,,3,2,,,,NM,12,26,260,253.069208,60.73660993,313.805818,126.534604,30.36830496,156.902909,575.3106662
12216,122,MAB-111C,1,6,6,2015,5,6,12,30,23,,6,1158,m,EPSG:32636,508601,50590,,,,,3,2,,,,NM,12,50,240,137.6856621,33.0445589,170.730221,68.84283104,16.52227945,85.36511048,313.0054051
12217,122,MAB-111C,1,7,7,2015,2,6,1,6,23,,6,1191,m,EPSG:32636,508692,50589,,,,,3,2,,,,NM,1,25,320,315.4869196,75.7168607,391.2037803,157.7434598,37.85843035,195.6018901,717.2069305
12218,122,MAB-111C,1,8,8,2015,2,6,1,29,23,,6,1184,m,EPSG:32636,508784,50585,,,,,3,2,,,,NM,1,45,480,235.1730017,56.4415204,291.6145221,117.5865008,28.2207602,145.807261,534.6266238
12219,122,MAB-111C,1,9,9,2015,2,6,1,6,23,,6,1158,m,EPSG:32636,508893,50593,,,,,3,2,,,,NM,2,12,360,234.7273071,56.33455371,291.0618608,117.3636536,28.16727685,145.5309304,533.6134115
122110,122,MAB-111C,1,10,10,2015,2,6,2,20,23,,6,1190,m,EPSG:32636,508991,50584,,,,,3,2,,,,NM,2,40,320,177.4781135,42.59474723,220.0728607,88.73905674,21.29737362,110.0364304,403.4669113
12411,124,MAB-111H,1,1,1,2016,2,2,14,42,1,,1,1151,m,EPSG:32636,507029,51783,,,,,3,2,,,,normal,15,8,500,237.7064496,57.04954789,294.7559974,118.8532248,28.52477395,147.3779987,540.3859953
12412,124,MAB-111H,1,2,2,2016,2,2,14,14,1,,1,1246,m,EPSG:32636,507123,51782,,,,,3,2,,,,NORMAL,14,36,380,202.5787679,48.61890429,251.1976722,101.2893839,24.30945215,125.5988361,460.5290657
12413,124,MAB-111H,1,3,3,2016,2,2,13,47,1,,1,1149,m,EPSG:32636,507265,51796,,,,,3,2,,,,NORMAL,14,10,480,227.4403029,54.58567271,282.0259757,113.7201515,27.29283635,141.0129878,517.047622
12414,124,MAB-111H,1,4,4,2016,2,2,13,17,1,,1,1142,m,EPSG:32636,507310,51798,,,,,2,2,,,,"CT, NORMAL",13,43,340,154.6914383,37.1259452,191.8173835,77.34571917,18.5629726,95.90869177,351.6652032
12415,124,MAB-111H,1,5,5,2016,2,2,12,40,1,,1,1114,m,EPSG:32636,507410,51496,,,,,2,2,,,,NORMAL,13,13,440,145.9029715,35.01671315,180.9196846,72.95148573,17.50835658,90.45984231,331.6860885
12416,124,MAB-111H,1,6,6,2016,2,2,12,20,1,,1,1130,m,EPSG:32636,507563,51800,,,,,3,2,,,,NORMAL,12,35,260,122.1330153,29.31192368,151.444939,61.06650766,14.65596184,75.7224695,277.6490548
12417,124,MAB-111H,1,7,7,2016,2,2,11,55,1,,1,1135,m,EPSG:32636,507678,51800,,,,,2,2,,,,NORMAL,12,17,320,301.2257918,72.29419003,373.5199818,150.6128959,36.14709501,186.7599909,684.7866333
12418,124,MAB-111H,1,8,8,2016,2,2,11,35,1,,1,1137,m,EPSG:32636,507704,57800,,,,,3,2,,,,NORMAL,11,50,240,296.9260127,71.26224304,368.1882557,148.4630063,35.63112152,184.0941278,675.0118021
12419,124,MAB-111H,1,9,9,2016,2,2,11,11,1,,1,1160,m,EPSG:32636,507802,51802,,,,,2,2,,,,normal,11,32,340,286.178774,68.68290577,354.8616798,143.089387,34.34145288,177.4308399,650.5797463
124110,124,MAB-111H,1,10,10,2016,2,2,10,40,1,,1,1160,m,EPSG:32636,507911,51797,,,,,3,2,,,,normal,11,6,440,190.3393831,45.68145195,236.0208351,95.16969155,22.84072597,118.0104175,432.7048643
12514,125,MAB-11C,1,4,4,2016,3,19,12,5,13,,2,1145,m,EPSG:32636,499362,52756,,,,,3,2,,,,"Forestry, Normal",12,26,340,263.2376282,63.17703078,326.414659,131.6188141,31.58851539,163.2073295,598.4268749
12517,125,MAB-11C,1,7,7,2016,3,19,13,37,13,,2,1165,m,EPSG:32636,499668,52836,,,,,3,2,,,,"Forestry, Normal",13,53,240,183.7479794,44.09951507,227.8474945,91.87398972,22.04975753,113.9237473,417.7204066
12519,125,MAB-11C,1,9,9,2016,3,19,14,28,13,,2,1153,m,EPSG:32636,499836,52777,,,,,3,2,,,,"Forestry, Normal",14,46,220,174.1550026,41.79720063,215.9522033,87.07750131,20.89860032,107.9761016,395.9123726
12611,126,MAB-11D,1,1,1,2016,2,2,15,48,1,,1,0,,EPSG:32636,508018,51812,,,,,2,2,,,,"GF,",16,8,200,128.3204724,30.79691337,159.1173858,64.1602362,15.39845669,79.55869288,291.7152072
12612,126,MAB-11D,1,2,2,2016,2,2,15,24,1,,1,0,,EPSG:32636,508127,51815,,,,,2,2,,,,"GF,",15,45,240,144.3515388,34.64436932,178.9959081,72.17576941,17.32218466,89.49795407,328.1591649
12613,126,MAB-11D,1,3,3,2016,2,2,15,0,1,,1,0,,EPSG:32636,508217,51805,,,,,2,2,,,,"GF,",15,21,200,201.4840131,48.35616315,249.8401763,100.7420066,24.17808158,124.9200881,458.0403232
12614,126,MAB-11D,1,4,4,2016,2,2,14,36,1,,1,0,,EPSG:32636,508322,51816,,,,,1,2,,,,"GF,",14,15,160,149.0381855,35.76916453,184.8073501,74.51909277,17.88458226,92.40367503,338.8134751
12615,126,MAB-11D,1,5,5,2016,2,2,14,0,1,,1,0,,EPSG:32636,508414,51804,,,,,2,2,,,,"GF,",14,31,420,417.1894487,100.1254677,517.3149164,208.5947243,50.06273384,258.6574582,948.41068
12616,126,MAB-11D,1,6,6,2016,2,2,13,41,1,,1,0,,EPSG:32636,508518,51807,,,,,2,2,,,,"GF,",13,57,140,186.6150769,44.78761845,231.4026953,93.30753843,22.39380922,115.7013477,424.2382747
12617,126,MAB-11D,1,7,7,2016,2,2,13,14,1,,1,0,,EPSG:32636,508616,51808,,,,,2,2,,,,"GF,",13,37,260,154.0063478,36.96152347,190.9678712,77.00317389,18.48076173,95.48393562,350.1077639
12618,126,MAB-11D,1,8,8,2016,2,2,12,36,1,,1,0,,EPSG:32636,508711,51807,,,,,3,2,,,,"GF,",13,10,500,390.5827914,93.73986993,484.3226613,195.2913957,46.86993497,242.1613307,887.9248791
12619,126,MAB-11D,1,9,9,2016,2,2,11,29,1,,1,0,,EPSG:32636,508824,51804,,,,,3,2,,,,"GF,",12,2,380,364.1572863,87.39774871,451.555035,182.0786432,43.69887436,225.7775175,827.8508975
126110,126,MAB-11D,1,10,10,2016,2,2,10,29,1,,1,0,,EPSG:32636,508900,51801,,,,,3,2,,,,"GF,",11,21,240,317.2296191,76.13510857,393.3647276,158.6148095,38.06755429,196.6823638,721.1686673
12811,128,MAB-12,1,1,1,2016,2,2,10,20,2,,2,1099,m,EPSG:32636,508034,53396,,,,,3,2,,,,"nill, NONE",10,52,180,150.2547638,36.06114331,186.3159071,75.12738189,18.03057165,93.15795355,341.579163
12812,128,MAB-12,1,2,2,2016,2,2,11,0,2,,2,1149,m,EPSG:32636,508153,53407,,,,,3,2,,,,"NILL, NM",11,25,180,261.4006643,62.73615942,324.1368237,130.7003321,31.36807971,162.0684118,594.2508434
12813,128,MAB-12,1,3,3,2016,2,11,11,30,2,,2,1167,m,EPSG:32636,508246,53404,,,,,3,2,,,,"NILL, NM",11,56,260,85.76483029,20.58355927,106.3483896,42.88241515,10.29177964,53.17419478,194.9720475
12814,128,MAB-12,1,4,4,2016,2,2,12,3,2,,2,1178,m,EPSG:32636,508324,53404,,,,,3,2,,,,"NIL, NM",12,35,340,198.0290688,47.52697652,245.5560453,99.01453441,23.76348826,122.7780227,450.1860831
12815,128,MAB-12,1,5,5,2016,2,2,12,43,2,,5,1182,m,EPSG:32636,508448,53405,,,,,3,2,,,,"NILL, NM",1,11,260,137.3988522,32.97572454,170.3745768,68.69942612,16.48786227,85.18728838,312.3533907
12816,128,MAB-12,1,6,6,2016,2,2,1,23,2,,2,1193,m,EPSG:32636,508546,53404,,,,,3,2,,,,"NILL, NM",1,43,240,128.096609,30.74318617,158.8397952,64.04830451,15.37159308,79.41989759,291.2062912
12817,128,MAB-12,1,7,7,2016,2,2,1,47,2,,2,1204,m,EPSG:32636,508650,53408,,,,,3,2,,,,"NILL, NM",2,16,260,279.806021,67.15344504,346.959466,139.9030105,33.57672252,173.479733,636.0923544
